Org,URL,Description,Image,Summary
Pi Beta Phi,https://depauw.campuslabs.com/engage/organization/pibetaphi,"Greek Student Group: 
 Pi Beta Phiis an international fraternity for women founded as ""I.C. Sorosis"" on April 28, 1867, at Monmouth College in Monmouth, Illinois.Since its founding, the fraternity has installed over 200 chapters and more than 300 alumnae organizations across theUnited StatesandCanada. In 1942, the Indiana Epsilon chapter of Pi Beta Phi was established at DePauw University. 
 The founders of Pi Beta Phi created the Fraternity to cultivate lifelong friendships among its members and inspire them to achieve the highest and best in life. Throughout its history, Pi Beta Phi has helped young women develop meaningful relationships while reaching their personal potential through leadership opportunities. 
 &bull; Their mission: to promote friendship, develop women of intellect and integrity, cultivate leadership potential and enrich lives through community service. 
 &bull; Their vision: to be recognized as a premier organization for women by providing lifelong enrichment to its members and contributing to the betterment of society. 
 Pi Beta Phi&rsquo;s many programs offer a variety of services and benefits to its members including a lifetime of sisterhood, personal development, philanthropic service, leadership opportunities, mentor relationships and networking. 
 Pi Beta Phi's colors are Wine and Silver Blue.Their flower is the Wine Carnation and their symbol is the Arrow. ",https://se-images.campuslabs.com/clink/images/41c67414-115e-4971-86bd-fefa5fcc3338cd23fa8c-3f43-45b4-92e6-fb0b30cd407b.jpg,Student Groups: Greek
pickleballclub,https://depauw.campuslabs.com/engage/organization/depauwpickleball,,,Student Groups: DSG-Recognized 
Political Science,https://depauw.campuslabs.com/engage/organization/politicalscience,,,Faculty and Staff Groups: Academic Departments
Posse Foundation,https://depauw.campuslabs.com/engage/organization/posse,"The Posse Foundation is an American nonprofit organization that identifies, recruits, and trains student leaders from public high schools to form multicultural teams called ""Posses"" of 10 Posse Scholars. Depauw is a partner with the foundation and is now allowing posse students to innovate more students to be leaders and create meaningful connections. ",https://se-images.campuslabs.com/clink/images/d1990f9b-3774-464c-8072-c57f79e9c9a00374d4fd-651f-4598-8919-97f3597572c5.png,Faculty and Staff Groups: University Offices & Programs
Presidential Ambassadors,https://depauw.campuslabs.com/engage/organization/presidentialambassadors,,https://se-images.campuslabs.com/clink/images/e0dfc384-f217-4326-a81a-1ce814d2506b0561498d-f55d-4e4f-8319-0905f4ca60ca.jpg,Faculty and Staff Groups: University Offices & Programs
Presidential Staff,https://depauw.campuslabs.com/engage/organization/presidentialstaff,,,Faculty and Staff Groups: University Offices & Programs
Prindle Institute for Ethics,https://depauw.campuslabs.com/engage/organization/prindle,,,Faculty and Staff Groups: University Offices & Programs
Psi Chi (Honor),https://depauw.campuslabs.com/engage/organization/psichi,,,Student Groups: DSG-Recognized 
Psychology and Neuroscience,https://depauw.campuslabs.com/engage/organization/psych,,https://se-images.campuslabs.com/clink/images/759b4986-26d9-4285-90a9-e966d495aa9c319d0ecc-c645-4457-b604-e14d4b45336f.jpg,Faculty and Staff Groups: Academic Departments
Pulliam Center for Contemporary Media,https://depauw.campuslabs.com/engage/organization/pccm,,,Faculty and Staff Groups: University Offices & Programs
Rector Scholars,https://depauw.campuslabs.com/engage/organization/rectorscholars,,,Faculty and Staff Groups: University Offices & Programs
Religious Studies,https://depauw.campuslabs.com/engage/organization/religiousstudies,"In short, religion shapes both institutional order and the thought and behavior of individuals. The study of religion, therefore, is basic to the liberal arts and helps prepare students for a variety of career paths, including journalism, law, business, education and work in philanthropic and religious institutions. Courses on the history, scriptures, thought, practices and institutions of both Western and Asian religious traditions are key. Attention is also given to the interaction between religion and society and to the comparative study of religions. Religious studies may be a major, minor or bridge major, which involves coursework in religion with classes in another field or fields. ",https://se-images.campuslabs.com/clink/images/6da147b9-057f-4a40-a933-34ece47fac54c91c5cef-81f0-4baf-aa11-3231f75810c7.jpg,Faculty and Staff Groups: University Offices & Programs
Rock Climbing Club,https://depauw.campuslabs.com/engage/organization/rockclimbing,,,Student Groups: DSG-Recognized 
S.o.C.i.S. (Students of Color in STEM),https://depauw.campuslabs.com/engage/organization/socis,"S.o.C.i.S. is designed for students of color in STEM-related majors, or with interests in STEM-related career fields. 
 This organization provides students with a network of other students in or interested in a similar major that could be a support system for them academically (tutoring) and socially (mentoring). Moreover, S.o.C.i.S. is a platform that helps students of color start and successfully complete a STEM major, and also to take the steps necessary to continue into graduate programs, research, or professional careers in STEM. ",https://se-images.campuslabs.com/clink/images/9aa176c9-0c5e-45a8-a588-82c71916d7b3a3f66c9b-4583-4717-9e36-02298c42b770.png,Student Groups: DSG-Recognized 
School of Music,https://depauw.campuslabs.com/engage/organization/musicschool,"<strong><span style=""text-decoration: underline;"">Quick Links - Online Forms</span></strong> 
 <a href=""https://www.depauw.edu/music/resources/"">DePauw Music Resources Page</a> 
 <a href=""https://form.asana.com?hash=e774171b300120fae4dff01d87b84a0252dda6716ca35911945ed4cf1a3e442a&amp;id=1183952434941182"" target=""_blank"" rel=""noopener"">Book a Musician</a> 
 <a href=""https://depauw.campuslabs.com/engage/organization/musiced"" target=""_blank"" rel=""noopener"">Information for Music Education Students</a> 
 <a href=""https://www.depauw.edu/music/our-programs/degree-info/"" target=""_blank"" rel=""noopener"">Degree Worksheets</a> 
 <a href=""https://docs.google.com/document/d/1WxbKu35jmjTn3fNE0BCOlyxKoDWEL4kEiSU-uIF1N-Y/edit?usp=sharing"" target=""_blank"" rel=""noopener"">School of Music Student Handbook</a> ",https://se-images.campuslabs.com/clink/images/cb6ea856-a09b-4c2d-b487-89e5b264ae88da9e7905-a0d5-415c-a71e-88a0b35b4a7e.png,Faculty and Staff Groups: Academic Departments
Science Research Fellows Honors Program,https://depauw.campuslabs.com/engage/organization/srf,,,Faculty and Staff Groups: University Offices & Programs
Sigma Alpha Epsilon,https://depauw.campuslabs.com/engage/organization/sae,,,Student Groups: Greek
Sigma Chi,https://depauw.campuslabs.com/engage/organization/sigmachi,"Greek Student Group: 
 Sigma Chi is the largest and one of the oldest college Greek-letter secret and social fraternities in North America. Sigma Chi was founded on June 28, 1855 at Miami University in Oxford, Ohio when members split from Delta Kappa Epsilon Fraternity. Sigma Chi is a part of the<span class=""x_mw-redirect"">Miami Triad</span><em>,</em>along with Beta Theta Pi and Phi Delta Theta. The fraternity has 244 active chapters across theUnited StatesandCanadaand has initiated more than 300,000 members. 
 In 1859, the Xi chapter of Sigma Chi was established at DePauw University and is one of the original twelve chapters of Sigma Chi chartered before the start of the Civil War. 
 The fundamental purpose of the Sigma Chi International Fraternity is the cultivation, maintenance and accomplishment of the ideals of friendship, justice and learning within its membership. 
 The Fraternity best serves that purpose by developing, implementing and monitoring programs that foster leadership, build character and promote positive relationship skills, which in turn enable its members to become productive and caring participants in their families, colleges and communities. 
 Sigma Chi's colors are Blue and Old Gold. Their flower is the White Rose. ",https://se-images.campuslabs.com/clink/images/0fa02f47-8039-44e2-aaab-887e1fac549f6e74c991-9879-4f9f-b480-1726c49bb498.gif,Student Groups: Greek
Sigma Nu,https://depauw.campuslabs.com/engage/organization/sigmanu,"Greek Student Group: 
 Sigma Nu is an undergraduate<span class=""x_mw-redirect"">college fraternity</span>with chapters in the United States, Canada and the United Kingdom. Sigma Nu was founded in 1869 by three cadets at the Virginia Military Institute in Lexington, Virginia. Since its founding, Sigma Nu has more than 279 active and inactive chapters and colonies across the United States and Canada and has initiated more than 227,000 members. 
 In 1890, the Beta Beta chapter of Sigma Nu was established at DePauw University. 
 The fraternity's values are summarized as an adherence to the principles of love, honor, and truth. Because of its military heritage, Sigma Nu retains many military trappings in its chapter ranks and traditions, and places importance on the concept of personal honor. In 1945, William Yates (University of Pennsylvania) inspired the formation of the ""Sigma Nu Inc., Educational Foundation"". Its name was changed to the ""Sigma Nu Educational Foundation, Inc."" The foundation assists collegiate members with financial aid supplements, and the fraternity in the development of a leadership program.The fraternity's mission statement is: 
<ul>
<li>To develop ethical leaders inspired by the principles of Love, Honor and Truth.</li>
<li>To foster the personal growth of each man's mind, heart and character.</li>
<li>To perpetuate lifelong friendships and commitment to the Fraternity.</li>
</ul>
 Sigma Nu's colors are Black, White and Gold. Their flower is the White Rose and their symbol is the Snake. ",https://se-images.campuslabs.com/clink/images/5ab4dca2-9eb8-4c3a-b4b9-b1ab1ebe82fbd09f02aa-94a5-4f09-adb9-76bad47e6b51.jpg,Student Groups: Greek
Social Promise,https://depauw.campuslabs.com/engage/organization/dpusocialpromise,"DePauw Social Promise is the DePauw chapter of<a href=""https://www.socialpromise.org/"">Social Promise</a>, a non-profitorganization that helps provide health and educational resources to local communities in Uganda. As a global health club, we focus on educating others about Ugandan culture and healthcare, but also serve the local Greencastle community with fundraising, service, and advocacy events.At the end of each academic year, we donate all of the money that we have raised to Social Promise's 2 partners inGulu, Uganda: Lacor Hospital and St. JudeChildren's Home.We hold meetings once every 2 weeks, where we cover an advocacy topic related to Uganda or Social Promise and also discuss updates regarding fundraising, service/advocacy, and more.Ifyou have any questions or would like more information about this organization, please reach out to Irene Amalaraj at ireneamalaraj_2024@depauw.edu. 
 https://www.socialpromise.org/ ",https://se-images.campuslabs.com/clink/images/348ec000-611e-4cd6-9278-03c35a70f74819f12f5e-a914-480d-8678-f06071c681b1.png,Student Groups: DSG-Recognized 
Society of Physics Students (SPS),https://depauw.campuslabs.com/engage/organization/societyofphysicsstudents,,,Student Groups: DSG-Recognized 
Sociology and Anthropology,https://depauw.campuslabs.com/engage/organization/sociology,,,Faculty and Staff Groups: Academic Departments
South Asian Student Society,https://depauw.campuslabs.com/engage/organization/sass,"The goal of the South Asian Student Society is to provide students that are South Asian, of South Asian descent, and interested in South Asian culture with a positive space to learn and celebrate each other&rsquo;s cultures. The purpose of the organization is to bring awareness to the diversity of South Asian cultures through cultural and social events that invite everyone from the DePauw community. ",https://se-images.campuslabs.com/clink/images/c82f3a47-7cea-45f0-b320-752e60c408cf55495396-0eee-401b-b3d4-446d9ac62966.jpg,Student Groups: DSG-Recognized 
Southwest Asian anNorth African Club,https://depauw.campuslabs.com/engage/organization/swana,,https://se-images.campuslabs.com/clink/images/52a99acf-cdff-4108-9fce-477f30b3acf1f1103347-1b66-4efc-91d5-b19a23133dbf.png,Student Groups: DSG-Recognized 
Spikeball Club,https://depauw.campuslabs.com/engage/organization/spikeball,,https://se-images.campuslabs.com/clink/images/c14380a3-943d-4820-9321-8c24259755b5c6e5d456-6a4e-4b26-bafb-f9bcc71b57ae.png,Student Groups: DSG-Recognized 
STMS Conference,https://depauw.campuslabs.com/engage/organization/stmsconference,,,Faculty and Staff Groups: Academic Departments
Student Academic Life Division,https://depauw.campuslabs.com/engage/organization/studentacademiclife,,,Faculty and Staff Groups: University Offices & Programs
Student Athlete Advisory Comittee,https://depauw.campuslabs.com/engage/organization/saac,,https://se-images.campuslabs.com/clink/images/c082dbb8-0269-41ba-aa5f-288c85d3b5924a04e705-c0ac-488d-9c72-613e4c48e672.png,Student Groups: DSG-Recognized 
Student Government Allocations,https://depauw.campuslabs.com/engage/organization/allocations,,,Student Groups: DSG-Recognized 
Substance Abuse Prevention & Education,https://depauw.campuslabs.com/engage/organization/alcoholinitiatives,"The Office of Substance Abuse Prevention &amp; Education works collaboratively with students, faculty and staff on the University's comprehensive approach to reducing high risk alcohol use and eliminating illegal drug use on campus. 
 Our primary objective is to support the educational mission of the University and for students to succeed academically. We do this by helping our students make responsible decisions regarding substance use. We commit ourselves to promoting a community that values, teaches, and models healthy life choices and to creating conditions that provide a safe environment for living and learning.  
 Students who are interested in becoming involved in the work of the office of Substance Abuse Prevention &amp; Education are invited to stop by UB 002 to speak with one of our staff members. ",,Faculty and Staff Groups: University Offices & Programs
Sustainability Leadership Program,https://depauw.campuslabs.com/engage/organization/slp,,,Faculty and Staff Groups: University Offices & Programs
Table Tennis Club,https://depauw.campuslabs.com/engage/organization/tabletennis,"DePauw Table Tennis Club is founded with the purpose to: 
<ul>
<li>Bring people who play table tennis together.</li>
<li>Teach people who want to learn how to play table tennis.</li>
<li>Have tournaments on campus so every student can compete.</li>
<li>Promote table tennis and join tournaments with other universities in Indiana and other states.</li>
<li>Enhance your concentration skill, reflexes, and strategy making.</li>
</ul>",https://se-images.campuslabs.com/clink/images/a102d3b3-ea8a-416c-b732-2b0bca9be0e0eb5c3d18-457c-4374-bd87-8f1cb2dd15e2.jpg,Student Groups: DSG-Recognized 
Tenzer Technology Center,https://depauw.campuslabs.com/engage/organization/tenzer,"As one of DePauw&rsquo;s distinctive leadership centers, the Tenzer Technology Center is a high-tech collaborative space where students from all disciplines enhance their technology literacy to support their personal and career aspirations and prepare to work and live in a diverse and global world. The Center and its personnel are located in the Julian Science and Math Center; its facilities, programs and services are available to the entire DePauw community. The Center is the cornerstone of the Tenzer Technology Initiative. 
  
 You can learn more about the Initiative and it's people <a href=""https://sites.google.com/depauw.edu/tenzercenter/facilities"">here</a>. ",https://se-images.campuslabs.com/clink/images/07ba124c-c760-4f9a-ae7c-b5dd8690db0a72e2042a-e664-4c92-8a03-91a7df76ff57.jpg,Faculty and Staff Groups: University Offices & Programs
The Brotherhood,https://depauw.campuslabs.com/engage/organization/thebrotherhood,"The Brotherhood acknowledges the social construction of gender and utilizes this space to address individual and group perpetuation of sexism and patriarchy. The Brotherhood centers its work with our values of community, commitment, and excellence. 
 <span style=""text-decoration: underline;""><strong>Community</strong></span> 
 Our work will foster community as a means of support and uplift. 
 <strong><span style=""text-decoration: underline;"">Commitment</span></strong> 
 Our work will advance our commitment to our education, to our relationships, and our personal and collective goals. 
 <span style=""text-decoration: underline;""><strong>Excellence</strong></span> 
 Our work will both challenge and support members to strive toward individual and collective excellence in the relationships we maintain, the work we conduct, and to our academics. 
 <strong>Brotherhood has set Weekly executive meeting every Monday, and a General Body meeting the second Monday of every Month.</strong> 
 <strong>Brotherhood also has addition social, educational, and service events open to the entire campus community.</strong>All Brotherhood members are encouraged to join our GroupMe as a virtualversion of our community regardless of meeting attendance. Ask a council member to add you today! ",https://se-images.campuslabs.com/clink/images/20d9bc58-153d-4717-ab8a-982554a8f042f6e2625e-0404-4927-931a-4aa721e31960.jpg,Student Groups: DSG-Recognized 
THE BUDDHIST CLUB OF DEPAUW UNIVERSITY,https://depauw.campuslabs.com/engage/organization/dpubuddhistclub,"<span style=""font-weight: 400;"">We strive to promote an understanding of Buddhism and its practices. We intend to bring people together, allow individuals to express themselves and discover and explore their beliefs and identity. It is our goal to inspire respect for cultural diversity and to provide more opportunities for students to engage with different religions through events. We welcome anyone from different backgrounds and religions to join and participate in our discussions and activities.</span> ",https://se-images.campuslabs.com/clink/images/27cd157e-7fc5-4030-9eff-793c5df98b74289730cb-f73a-44a4-a9d1-5dbf9fa62bec.png,Student Groups: DSG-Recognized 
The DePauw Student Newspaper,https://depauw.campuslabs.com/engage/organization/newspaper,,,Student Groups: DSG-Recognized 
The HEAT,https://depauw.campuslabs.com/engage/organization/heat,The Heat seeks to find members who are objective and passionate about majorette dance and have an intellectual curiosity to learn majorette. ,https://se-images.campuslabs.com/clink/images/90c7c940-093d-4b89-b976-4c0e037d42f9d075aea7-6ed9-4a1f-b0bf-9587798cfdc6.jpeg,Student Groups: DSG-Recognized 
The Multicultural Greek Council,https://depauw.campuslabs.com/engage/organization/mgc,The Multicultural Greek Council (MGC) is the governing council for three multicultural fraternities and sororities at DePauw. Each organization has a unique recruitment/intake and new member orientation/education process. ,,Student Groups: Greek
The X-Cell Dance Team,https://depauw.campuslabs.com/engage/organization/x-cell,"<span style=""font-weight: 400;"">X-Cell, started in 1988, seeks to find members who are passionate and enthusiastic about dance, and those who have a work ethic and have relentless drive for progress to learn and help others. The purpose of X-Cell is to provide a positive and artistic outlet for all students in the form of stepping and all styles of dance. It is through discipline and the commitment to creativity that we, the members seek to uphold a standard of excellence that shall inspire all with whom we interact.</span> ",https://se-images.campuslabs.com/clink/images/2e5ad14e-09d4-4a7c-9fcd-41d45619c9f59d2a5495-5e41-46d5-bd67-d9a248382a9f.jpg,Student Groups: DSG-Recognized 
Tiger Assistants,https://depauw.campuslabs.com/engage/organization/tigerassistants,,,Faculty and Staff Groups: University Offices & Programs
Tiger Catholic,https://depauw.campuslabs.com/engage/organization/tiger_catholic,"Tiger Catholic is a growing, thriving college community for all students who want to have a relationship with Jesus Christ. Tiger Catholic students live out the ideal for a community that is talked about in Acts Chapter 2 verse 42, growing in communion with bible studies and fellowship parties, living out Catholic Social Teaching by serving the poor, entering into the sacraments St. Paul&rsquo;s together, and letting all of it be rooted in our prayer with the Lord. ",https://se-images.campuslabs.com/clink/images/8a8356e0-e0ca-4aae-81db-266cef5057fecb3b3f61-c4c3-493f-aef2-22f400f2c847.png,Student Groups: DSG-Recognized 
Tiger Host Program,https://depauw.campuslabs.com/engage/organization/tigerhost,,,Faculty and Staff Groups: University Offices & Programs
Transfer Students,https://depauw.campuslabs.com/engage/organization/transferstudents,Events for students who have transferred to DePauw for the 2019-2020 academic year. Email jjlicon@depauw.edu for more information. ,https://se-images.campuslabs.com/clink/images/9845cd04-7221-49ff-96e5-a0d02e819c1afc0ae815-dbb0-49cb-8ac8-84f660d6d4ab.png,Faculty and Staff Groups: University Offices & Programs
Vietnamese Student Association,https://depauw.campuslabs.com/engage/organization/vietnameseassociation,,https://se-images.campuslabs.com/clink/images/c8a286b3-feac-4058-867e-5002fdb766e934d9aad6-8be9-4a0f-a7ba-715c58cde6c5.jpg,Student Groups: DSG-Recognized 
Volleyball Club,https://depauw.campuslabs.com/engage/organization/volleyballclub,,https://se-images.campuslabs.com/clink/images/4449307e-c4f2-46b5-a10b-8948140f375c5ba7fe68-68c9-421c-bd25-7cdd5b78913d.jpg,Student Groups: DSG-Recognized 
WGRE,https://depauw.campuslabs.com/engage/organization/wgre,,https://se-images.campuslabs.com/clink/images/6f447464-4dcc-43b5-96ce-8c4b170d66529b720275-e8fb-4237-9dfa-1ac59a1a9125.png,Student Groups: DSG-Recognized 
Women's Center,https://depauw.campuslabs.com/engage/organization/womenscenter,,,Faculty and Staff Groups: University Offices & Programs
"Women, Gender and Sexuality Studies",https://depauw.campuslabs.com/engage/organization/wgss,,,Faculty and Staff Groups: Academic Departments
World Literature,https://depauw.campuslabs.com/engage/organization/worldliterature,,,Faculty and Staff Groups: Academic Departments
Writing Program at DePauw,https://depauw.campuslabs.com/engage/organization/writingprogramatdepauw,,,Faculty and Staff Groups: University Offices & Programs
Young Life,https://depauw.campuslabs.com/engage/organization/younglife,"<span style=""font-weight: 400;"">Younglife (also known asWyldlife) strives to form lasting friendships between middle school students and college students in a mentor/friend type relationship. During a normal club event, leaders play games, participate in skits, eat food, and have lots of fun with middle schoolers!</span> 
 YoungLife College seeks to help college students connect with other students as well as seek to learn who they are in Christ. Our motto is ""You Were Made For This"" because we truly believe everyone was created for a purpose. In addition, we seek to help all DePauw students feel truly known and wholly loved. ",https://se-images.campuslabs.com/clink/images/95ce0d54-ad28-488b-8063-2c20bdd440a6d40ac898-33a0-4387-b0cd-8ccff3dbac99.jpeg,Student Groups: DSG-Recognized 
Zeta Phi Beta,https://depauw.campuslabs.com/engage/organization/zetaphibeta,"Greek Student Group: 
 Zeta Phi Beta Sorority, Inc. was founded January 16, 1920 on the campus of Howard University in Washington, D.C. It was first incorporated on March 30, 1923. The Lambda Tau chapter ofZeta Phi Beta Sorority, Inc. was chartered on March 8, 2010 at DePauw University by undergraduates TaSharra Ford, Dominique Roberts, Stacey-Ann Chambers and Adrienne Johnson. Their first initiates into the chapter are Angelique Williams, Deja Armstrong, Tiayrra Kirkwood and Caprice Jackson. 
 Currently, the chapter is making efforts toward bringing their national program - March of Dimes - to DePauw's campus. Additionally, since being established, the Lambda Tau Chapter of Zeta Phi Beta Sorority, Inc. has received the following honors and awards from DePauw University's National Pan-hellenic Council: 
<ul>
<li>Highest Chapter GPA</li>
<li>Highest Individual GPA</li>
<li>Best Community Service</li>
<li>Best Social Event</li>
</ul>
 The Lambda Tau Chapter aims to incorporate our four principles -Scholarship, Service, Sisterhood, and Finer Womanhood - into our daily lives. Not only to help make an impact on DePauw's campus and the Greencastle community but also to continue to strive to make a difference that can impact the world. We use Zeta to help us with our mission and to be the ""community conscious, action oriented"" organization our founders set out for Zeta Phi Beta Sorority, Inc. to be. 
 Zeta Phi Beta's colors are Royal Blue and White. Their flower is the White Rose and their symbol is the White Dove. ",https://se-images.campuslabs.com/clink/images/aa741736-1cb6-4278-9c4d-d363e45a2d507a997e41-0a94-4ca1-809c-d495148cbbc6.jpg,Student Groups: Greek
Zumba Club,https://depauw.campuslabs.com/engage/organization/depauw,"<span style=""font-weight: 400;"">It shall be the purpose of this organization to provide Zumba classes for students of DePauw University. Students will participate in an aerobic format Latin-style dance designed for cardiovascular development, muscle toning, and flexibility. The Zumba Fitness experience involves learning easy-to-follow steps/movements and choreographed routines displaying the basic Latin dance rhythms (salsa, merengue, cumbia, reggaeton, and bachata) for total body conditioning. </span> ",,Student Groups: DSG-Recognized 
